symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
SLPUSDT,0.00004400,1.307,0.00359143,0.00336400,0.00341000,7692.00000000,0.00340800,476644.00000000,0.00341000,28967.00000000,0.00336600,0.00398000,0.00318500,6618452685.00000000,23769681.40642400,1676939616465,1677026016465,90528321,90636685,108365
SHIBUSDT,-0.00000046,-3.402,0.00001323,0.00001351,0.00001306,35139000.00,0.00001306,1010117905.00,0.00001307,3599707743.00,0.00001352,0.00001362,0.00001283,5128072927269.00,67852660.04324360,1676939617487,1677026017487,359728294,359852405,124112
ICPUSDT,-0.39200000,-5.394,6.98980535,7.26400000,6.87500000,363.76000000,6.87500000,92.00000000,6.87600000,124.42000000,7.26700000,7.34400000,6.73200000,2533265.83000000,17707035.04907000,1676939615023,1677026015023,89929445,90028172,98728
ARUSDT,-1.00000000,-7.943,12.06539634,12.58000000,11.59000000,17.25000000,11.59000000,132.84000000,11.60000000,730.94000000,12.59000000,12.66000000,11.41000000,1615322.39000000,19489504.85160000,1676939617707,1677026017707,39732415,39792132,59718
POLSUSDT,-0.04200000,-7.023,0.58484877,0.59800000,0.55600000,447.50000000,0.55600000,2598.40000000,0.55800000,781.20000000,0.59800000,0.64200000,0.53500000,7050395.60000000,4123415.16220000,1676939609828,1677026009828,9636244,9661090,24847
MDXUSDT,-0.00840000,-7.210,0.11159192,0.11680000,0.10810000,162.90000000,0.10810000,13471.20000000,0.10820000,1806.20000000,0.11650000,0.12250000,0.09940000,37487834.40000000,4183339.52959000,1676939617852,1677026017852,19973871,19999924,26054
MASKUSDT,-0.23600000,-5.639,4.13658447,4.18200000,3.94900000,719.60000000,3.95000000,255.50000000,3.95100000,33.70000000,4.18500000,4.53200000,3.82100000,8702902.20000000,36000290.08380000,1676939618648,1677026018648,37812870,37904760,91891
LPTUSDT,-0.47000000,-5.154,8.81306710,9.11000000,8.65000000,2.66000000,8.65000000,255.48000000,8.66000000,58.98000000,9.12000000,9.27000000,8.41000000,322997.69000000,2846600.31670000,1676939615529,1677026015529,15135934,15153350,17417
NUUSDT,0.00000000,0.000,0.00000000,0.54360000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820928416,1670907328416,-1,-1,0
XVGUSDT,0.00006200,1.744,0.00357119,0.00354900,0.00361800,7877.00000000,0.00361800,124665.00000000,0.00362500,9937.00000000,0.00355600,0.00369000,0.00339100,387504985.00000000,1383852.17770300,1676939614192,1677026014192,8438332,8447449,9118
ATAUSDT,-0.00420000,-2.069,0.20011994,0.20290000,0.19880000,1171.00000000,0.19880000,11025.00000000,0.19890000,870.00000000,0.20300000,0.20660000,0.18950000,26842151.00000000,5371649.65330000,1676939618825,1677026018825,45918467,45962457,43991
GTCUSDT,-0.01000000,-0.446,2.27132437,2.24000000,2.23000000,11.50000000,2.22900000,81.90000000,2.23100000,470.80000000,2.24000000,2.38300000,2.16500000,4082591.00000000,9272888.42610000,1676939617423,1677026017423,22568706,22608769,40064
TORNUSDT,0.25000000,6.562,4.27297492,3.81000000,4.06000000,25.44000000,0.00000000,0.00000000,0.00000000,0.00000000,3.81000000,4.65000000,3.75000000,1022547.57000000,4369320.11740000,1672023665110,1672110065110,12073762,12108161,34400
KEEPUSDT,0.00000000,0.000,0.00000000,0.62510000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820743643,1670907143643,-1,-1,0
ERNUSDT,-0.01000000,-0.394,2.57196907,2.53600000,2.52900000,297.10000000,2.52800000,100.00000000,2.53200000,23.60000000,2.53900000,2.69000000,2.45900000,1783019.30000000,4585870.48600000,1676939585687,1677025985687,11836588,11860505,23918
KLAYUSDT,0.03060000,9.267,0.32070264,0.33010000,0.36080000,719.90000000,0.36050000,665.70000000,0.36060000,1602.90000000,0.33020000,0.37590000,0.29250000,104133539.50000000,33395901.04043000,1676939620912,1677026020912,18964341,19132889,168549
PHAUSDT,-0.00720000,-3.744,0.18893782,0.19220000,0.18510000,1034.00000000,0.18500000,611.00000000,0.18520000,638.00000000,0.19230000,0.19640000,0.17770000,17652774.00000000,3335276.64690000,1676939562953,1677025962953,12797995,12821473,23479
BONDUSDT,0.04900000,0.970,5.08704753,5.04100000,5.09800000,3.61000000,5.09600000,17.43000000,5.10100000,17.53000000,5.04900000,5.29700000,4.90000000,534798.10000000,2720543.35529000,1676939592331,1677025992331,13624919,13639833,14915
MLNUSDT,-0.82000000,-3.007,26.59878187,27.21000000,26.45000000,1.58200000,26.43000000,3.78200000,26.45000000,22.08500000,27.27000000,27.68000000,25.27000000,27814.48700000,739831.47265000,1676939604509,1677026004509,6675950,6681249,5300
DEXEUSDT,-0.01700000,-0.533,3.15627348,3.18000000,3.17300000,8.34000000,3.16700000,86.16000000,3.17400000,10.85000000,3.19000000,3.25000000,3.02200000,291388.88000000,919702.99365000,1676939571999,1677025971999,11345249,11352349,7101
C98USDT,0.02090000,6.612,0.34263500,0.31610000,0.33700000,86.50000000,0.33700000,8345.70000000,0.33730000,1837.80000000,0.31610000,0.38080000,0.31460000,72936705.30000000,24990668.37669000,1676939622003,1677026022003,47012059,47106323,94265
CLVUSDT,0.00087000,0.976,0.09274053,0.08915000,0.09003000,297.50000000,0.08997000,1111.40000000,0.09006000,961.90000000,0.08916000,0.10048000,0.08778000,92806499.80000000,8606923.58977100,1676939621832,1677026021832,12301857,12343505,41649
QNTUSDT,-3.50000000,-2.502,137.89778995,139.90000000,136.40000000,3.73200000,136.40000000,2.40000000,136.50000000,27.68600000,139.90000000,141.00000000,134.80000000,33037.42800000,4555788.30680000,1676939614197,1677026014197,20918801,20937462,18662
FLOWUSDT,-0.05700000,-4.145,1.35604360,1.37400000,1.31800000,8.65000000,1.31700000,9706.06000000,1.31800000,1885.63000000,1.37500000,1.44400000,1.28000000,12764504.91000000,17309225.21609000,1676939621050,1677026021050,18836019,18890309,54291
TVKUSDT,-0.00420000,-7.119,0.05593514,0.05900000,0.05480000,3793.00000000,0.05470000,2742.00000000,0.05480000,57296.00000000,0.05900000,0.06100000,0.05200000,143334366.00000000,8017428.02410000,1676939622837,1677026022837,15043908,15073729,29822
MINAUSDT,-0.10800000,-10.000,1.00690851,1.08000000,0.97200000,20.60000000,0.97100000,2770.10000000,0.97200000,3816.50000000,1.08000000,1.08100000,0.95300000,25483741.70000000,25659796.45940000,1676939622719,1677026022719,28041777,28119579,77803
RAYUSDT,-0.01770000,-5.675,0.30364513,0.31190000,0.29420000,1522.20000000,0.29420000,16028.00000000,0.29460000,213.90000000,0.31190000,0.32200000,0.28720000,8589606.40000000,2608192.18680000,1676939616907,1677026016907,19726043,19741749,15707
FARMUSDT,-1.00000000,-2.309,42.71398119,43.30000000,42.30000000,11.09000000,42.30000000,0.61700000,42.40000000,257.87500000,43.30000000,44.00000000,41.30000000,46045.50700000,1966786.91970000,1676939613599,1677026013599,11513162,11523237,10076
ALPACAUSDT,-0.01370000,-4.090,0.32495426,0.33470000,0.32130000,9.70000000,0.32130000,190.00000000,0.32190000,216.20000000,0.33500000,0.33710000,0.31510000,1960218.90000000,636981.48141000,1676939580951,1677025980951,9671709,9676953,5245
QUICKUSDT,12.70000000,13.539,106.59487200,93.80000000,106.50000000,1.14200000,106.20000000,1.85100000,106.40000000,1.16300000,93.80000000,122.00000000,93.50000000,119815.23800000,12771689.95790000,1676939603304,1677026003304,6575756,6639104,63349
MBOXUSDT,0.03000000,5.093,0.63305265,0.58800000,0.61900000,3964.00000000,0.61900000,2670.50000000,0.62000000,1123.20000000,0.58900000,0.70000000,0.58500000,21352892.40000000,13517505.01700000,1676939615868,1677026015868,34588085,34654735,66651
FORUSDT,0.00147000,5.838,0.03052157,0.02515000,0.02665000,1931.00000000,0.02663000,24850.00000000,0.02668000,610.00000000,0.02518000,0.03727000,0.02513000,725815301.00000000,22153022.64518000,1676939624540,1677026024540,11030784,11133033,102250
REQUSDT,-0.00380000,-3.188,0.11697040,0.11900000,0.11540000,174.00000000,0.11530000,37073.00000000,0.11540000,25863.00000000,0.11920000,0.12160000,0.11200000,13819467.00000000,1616468.56360000,1676939624654,1677026024654,17215269,17224905,9637
GHSTUSDT,0.07100000,4.958,1.47188594,1.43400000,1.50300000,96.00000000,1.50300000,857.50000000,1.50400000,100.00000000,1.43200000,1.55000000,1.41600000,6678857.40000000,9830516.31770000,1676939624613,1677026024613,2743208,2765552,22345
WAXPUSDT,0.00210000,2.574,0.08232360,0.08160000,0.08370000,338.00000000,0.08370000,13452.00000000,0.08390000,9560.00000000,0.08160000,0.08610000,0.07760000,66371008.00000000,5463900.07790000,1676939624572,1677026024572,16811152,16834683,23532
TRIBEUSDT,0.00000000,0.000,0.00000000,0.20180000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670822023474,1670908423474,-1,-1,0
GNOUSDT,-3.30000000,-2.949,111.33181286,111.80000000,108.60000000,0.32700000,108.60000000,6.85100000,108.70000000,0.11600000,111.90000000,123.00000000,107.60000000,3875.39200000,431454.41690000,1676939604787,1677026004787,2143759,2149188,5430
XECUSDT,0.00000091,2.389,0.00003939,0.00003805,0.00003900,19856715.00,0.00003899,5428629.00,0.00003903,4288398.00,0.00003809,0.00004109,0.00003775,214486302503.00,8448985.48041863,1676939625721,1677026025721,27695390,27743036,47647
ELFUSDT,0.01130000,4.511,0.25695750,0.25040000,0.26180000,590.00000000,0.26190000,381.80000000,0.26210000,640.50000000,0.25050000,0.27500000,0.24410000,22023311.10000000,5659055.05078000,1676939622224,1677026022224,7829401,7843926,14526
DYDXUSDT,-0.20200000,-6.946,2.80145220,2.90800000,2.70600000,422.26000000,2.70600000,25.58000000,2.70700000,2252.67000000,2.90800000,2.97900000,2.65000000,12850674.59000000,36000550.66410000,1676939626415,1677026026415,63409013,63532075,123063
POLYUSDT,0.00000000,0.000,0.00000000,0.26960000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670821320665,1670907720665,-1,-1,0
IDEXUSDT,-0.00254000,-3.499,0.07499329,0.07261000,0.07006000,1260.50000000,0.07005000,750.00000000,0.07010000,6880.00000000,0.07260000,0.08178000,0.06902000,158750461.60000000,11905219.06627900,1676939620455,1677026020455,21829839,21904778,74940
VIDTUSDT,-0.00288000,-5.834,0.04700637,0.04948000,0.04649000,666.00000000,0.04644000,4306.00000000,0.04649000,7640.00000000,0.04937000,0.04953000,0.04541000,82665420.00000000,3885801.11954000,1676939623486,1677026023486,13076431,13091691,15261
USDPUSDT,0.00000000,0.000,0.00000000,0.99970000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670820541979,1670906941979,-1,-1,0
GALAUSDT,-0.00247000,-5.103,0.04699715,0.04841000,0.04593000,4365.00000000,0.04592000,129566.00000000,0.04593000,3195.00000000,0.04840000,0.04880000,0.04526000,1001426858.00000000,47064205.67115000,1676939626787,1677026026787,156701989,156821951,119963
ILVUSDT,-5.14000000,-6.134,80.89317001,83.80000000,78.66000000,2.28300000,78.66000000,10.69200000,78.69000000,6.73800000,83.80000000,84.90000000,77.60000000,38819.70300000,3140248.83455000,1676939625818,1677026025818,8431832,8452741,20910
YGGUSDT,-0.01780000,-4.714,0.36800519,0.37720000,0.35980000,2750.20000000,0.35960000,3470.80000000,0.36000000,1025.50000000,0.37760000,0.38830000,0.34610000,24031381.10000000,8843673.06485000,1676939626902,1677026026902,14696383,14732842,36460
SYSUSDT,-0.00760000,-3.682,0.19958392,0.20640000,0.19880000,3294.00000000,0.19860000,4964.00000000,0.19920000,632.00000000,0.20640000,0.20660000,0.19290000,8308822.00000000,1658307.24910000,1676939622644,1677026022644,15292292,15301137,8846
DFUSDT,0.01230000,23.034,0.06344830,0.05340000,0.06570000,23812.00000000,0.06550000,39474.00000000,0.06570000,17709.00000000,0.05340000,0.07330000,0.05310000,378335630.00000000,24004753.40630000,1676939625418,1677026025418,4920020,5022731,102712
FIDAUSDT,-0.03490000,-6.815,0.49115780,0.51210000,0.47720000,1100.50000000,0.47720000,955.00000000,0.47730000,322.30000000,0.51210000,0.52930000,0.46770000,8043888.50000000,3950818.55017000,1676939621127,1677026021127,10824967,10845121,20155
FRONTUSDT,-0.01070000,-3.853,0.27179096,0.27770000,0.26700000,577.00000000,0.26700000,443.00000000,0.26760000,141.00000000,0.27770000,0.28620000,0.26050000,5394270.00000000,1466113.82350000,1676939616313,1677026016313,5925250,5934341,9092
CVPUSDT,0.00490000,0.870,0.55794538,0.56350000,0.56780000,185.00000000,0.56650000,1271.00000000,0.56780000,250.00000000,0.56290000,0.59400000,0.53290000,7550188.50000000,4212592.78229000,1676939628264,1677026028264,7467439,7496391,28953
AGLDUSDT,-0.03200000,-5.237,0.59572739,0.61100000,0.57900000,41.50000000,0.57800000,917.20000000,0.57900000,643.40000000,0.61100000,0.62500000,0.56700000,4444989.70000000,2648002.09070000,1676939627296,1677026027296,10703147,10715021,11875
RADUSDT,0.00100000,0.045,2.20438323,2.20500000,2.20800000,83.50000000,2.20600000,444.40000000,2.20800000,39.00000000,2.20700000,2.33300000,2.06900000,3054433.60000000,6733142.19210000,1676939592236,1677025992236,11021156,11055797,34642
BETAUSDT,-0.00174000,-1.526,0.11564470,0.11399000,0.11227000,197.00000000,0.11228000,156.00000000,0.11239000,2773.00000000,0.11401000,0.12274000,0.10951000,59279496.00000000,6855359.42900000,1676939629732,1677026029732,23347574,23378027,30454
RAREUSDT,0.00760000,4.465,0.17684118,0.17020000,0.17780000,1792.70000000,0.17780000,1455.70000000,0.17800000,996.20000000,0.17020000,0.18680000,0.16630000,45498230.50000000,8045960.86975000,1676939628919,1677026028919,12142337,12182495,40159
LAZIOUSDT,-0.00960000,-0.284,3.38219629,3.37840000,3.36880000,32.58000000,3.36650000,29.70000000,3.36880000,3.22000000,3.37840000,3.45990000,3.32000000,575778.03000000,1947394.31709400,1676939627148,1677026027148,20426807,20445590,18784
CHESSUSDT,0.02980000,9.704,0.32687550,0.30710000,0.33690000,61.50000000,0.33690000,542.80000000,0.33720000,162.50000000,0.30710000,0.35880000,0.29330000,30827165.70000000,10076645.13043000,1676939627714,1677026027714,12023444,12073629,50186
ADXUSDT,-0.00740000,-3.439,0.20802169,0.21550000,0.20780000,1080.00000000,0.20780000,44035.00000000,0.20800000,8763.00000000,0.21520000,0.21720000,0.20170000,14551481.00000000,3027023.68300000,1676939614341,1677026014341,6720926,6732346,11421
AUCTIONUSDT,-0.30000000,-4.127,6.97069312,7.27000000,6.97000000,99.38000000,6.96000000,297.85000000,6.97000000,15.44000000,7.27000000,7.33000000,6.67000000,417540.25000000,2910544.94910000,1676939627921,1677026027921,5145382,5159762,14381
DARUSDT,-0.00569000,-2.313,0.24027428,0.24595000,0.24026000,151.00000000,0.24026000,270.00000000,0.24041000,529.00000000,0.24595000,0.25347000,0.23054000,24519586.00000000,5891425.91778000,1676939606830,1677026006830,40609644,40648944,39301
BNXUSDT,19.70000000,12.644,164.13383462,155.90000000,175.50000000,4.27000000,0.00000000,0.00000000,0.00000000,0.00000000,155.80000000,177.00000000,153.20000000,106748.92500000,17521110.40150000,1676430019994,1676516419994,14076005,14133076,57072
RGTUSDT,0.00000000,0.000,0.00000000,14.44000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670821099198,1670907499198,-1,-1,0
MOVRUSDT,-0.89000000,-7.666,11.01419186,11.61000000,10.72000000,2.14100000,10.72000000,260.22700000,10.74000000,138.17600000,11.61000000,11.76000000,10.37000000,274281.78300000,3020992.18167000,1676939591575,1677025991575,8405748,8420770,15023
CITYUSDT,-0.02000000,-0.390,5.13668779,5.12000000,5.11000000,4.79000000,5.10000000,256.94000000,5.11000000,25.19000000,5.13000000,5.25000000,5.03000000,176303.91000000,905618.14220000,1676939544966,1677025944966,4945021,4950810,5790
ENSUSDT,-1.21000000,-6.883,16.79854217,17.58000000,16.37000000,53.13000000,16.36000000,284.22000000,16.37000000,94.11000000,17.58000000,17.70000000,16.05000000,857972.64000000,14412689.57200000,1676939632273,1677026032273,29678210,29726203,47994
KP3RUSDT,-1.56000000,-1.588,97.68694741,98.23000000,96.68000000,0.62000000,96.60000000,1.18000000,96.70000000,0.79000000,98.24000000,102.79000000,94.19000000,41819.97000000,4085265.20990000,1676939624728,1677026024728,12614744,12637298,22555
QIUSDT,-0.00018000,-1.505,0.01166506,0.01198000,0.01178000,15000.00000000,0.01176000,83447.00000000,0.01178000,7732.00000000,0.01196000,0.01214000,0.01112000,395792695.00000000,4616945.67187000,1676939631380,1677026031380,11316084,11335978,19895
PORTOUSDT,-0.11430000,-3.583,3.14424242,3.18750000,3.07550000,8.88000000,3.07540000,32.51000000,3.07760000,59.21000000,3.18980000,3.23950000,3.05010000,1014487.04000000,3189793.18784600,1676939630333,1677026030333,12788749,12807668,18920
POWRUSDT,-0.01180000,-5.378,0.21082235,0.21940000,0.20760000,97.00000000,0.20720000,4714.00000000,0.20760000,1246.00000000,0.21940000,0.22050000,0.20410000,6810913.00000000,1435892.67080000,1676939623040,1677026023040,6782366,6790544,8179
VGXUSDT,-0.02100000,-4.208,0.48903388,0.49900000,0.47800000,11210.30000000,0.47700000,5706.50000000,0.47800000,7596.20000000,0.49900000,0.50300000,0.47100000,14134937.40000000,6912463.27280000,1676939631715,1677026031715,13375366,13402635,27270
JASMYUSDT,-0.00048500,-6.574,0.00708175,0.00737900,0.00689300,25262.70000000,0.00689500,32305.10000000,0.00689600,51255.30000000,0.00737800,0.00745600,0.00668500,2313258398.10000000,16381928.84732870,1676939632577,1677026032577,40841464,40920020,78557
AMPUSDT,0.00029000,5.577,0.00577680,0.00521000,0.00549000,9235.00000000,0.00549000,283009.00000000,0.00550000,175997.00000000,0.00520000,0.00663000,0.00503000,1903573933.00000000,10996556.46927000,1676939625474,1677026025474,5146836,5200401,53566
PLAUSDT,-0.01520000,-5.611,0.26172696,0.27180000,0.25570000,78.29000000,0.25530000,116.92000000,0.25570000,3236.29000000,0.27090000,0.27300000,0.25080000,5086569.28000000,1331292.29242900,1676939564348,1677025964348,3459764,3466862,7099
PYRUSDT,-0.18000000,-4.401,3.96812724,4.08000000,3.91000000,170.51700000,3.91000000,220.76100000,3.92000000,1419.87100000,4.09000000,4.11000000,3.85000000,789437.82200000,3132589.72489000,1676939630362,1677026030362,17173310,17185688,12379
RNDRUSDT,-0.02700000,-1.578,1.75893550,1.70900000,1.68400000,1315.76000000,1.68300000,126.92000000,1.68500000,2255.47000000,1.71100000,1.88600000,1.64400000,14112149.63000000,24822360.93748000,1676939633415,1677026033415,13277746,13371243,93498
ALCXUSDT,-1.16000000,-4.797,23.42506898,24.18000000,23.02000000,0.86970000,22.98000000,11.90620000,23.02000000,9.78250000,24.18000000,24.70000000,22.41000000,57927.57670000,1356957.47995900,1676939626355,1677026026355,3710273,3720792,10520
SANTOSUSDT,-0.08600000,-1.442,5.92352465,5.96500000,5.87900000,1.84000000,5.87600000,84.98000000,5.87900000,44.63000000,5.96500000,6.04300000,5.84100000,367290.90000000,2175656.70114000,1676939631602,1677026031602,21248572,21272445,23874
MCUSDT,-0.01900000,-4.634,0.39385399,0.41000000,0.39100000,11000.08000000,0.39000000,9361.39000000,0.39100000,2877.62000000,0.41000000,0.41600000,0.37500000,6576954.08000000,2590359.61082000,1676939635432,1677026035432,3549814,3559759,9946
ANYUSDT,0.00000000,0.000,0.00000000,12.30000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670822017734,1670908417734,-1,-1,0
BICOUSDT,-0.02800000,-6.100,0.45693442,0.45900000,0.43100000,886.39000000,0.43000000,6442.94000000,0.43100000,5500.76000000,0.45900000,0.51100000,0.41800000,11378414.50000000,5199189.19342000,1676939626702,1677026026702,8457660,8481223,23564
FLUXUSDT,-0.05100000,-5.802,0.84822637,0.87800000,0.82800000,119.61000000,0.82800000,2012.20000000,0.82900000,741.58000000,0.87900000,0.88900000,0.81000000,4795780.38000000,4067907.36831000,1676939630797,1677026030797,12919098,12938860,19763
FXSUSDT,-0.55900000,-5.180,10.60505488,10.78500000,10.23300000,47.40000000,10.22800000,12.80000000,10.23200000,68.00000000,10.79200000,11.14900000,10.06400000,1253892.90000000,13297603.02230000,1676939626646,1677026026646,8770947,8819610,48664
VOXELUSDT,-0.02030000,-5.843,0.33505795,0.34740000,0.32710000,1077.60000000,0.32730000,916.50000000,0.32760000,762.90000000,0.34740000,0.35160000,0.32130000,13967113.60000000,4679792.38113000,1676939628718,1677026028718,16805035,16828433,23399
HIGHUSDT,-0.14300000,-3.554,3.85946203,4.02400000,3.88100000,88.90600000,3.87700000,40.70400000,3.87800000,7.51000000,4.02400000,4.07900000,3.63800000,11208301.84400000,43258015.38485000,1676939636717,1677026036717,11822889,11966087,143199
CVXUSDT,-0.35500000,-5.306,6.51198995,6.69200000,6.33500000,6.08000000,6.33200000,8.97300000,6.33500000,404.61700000,6.69000000,6.81900000,6.19000000,321907.02700000,2096255.32351300,1676939622487,1677026022487,7410855,7425049,14195
PEOPLEUSDT,-0.00124000,-4.090,0.02942156,0.03032000,0.02908000,609.70000000,0.02907000,13246.90000000,0.02908000,452.40000000,0.03032000,0.03086000,0.02825000,364720103.70000000,10730635.45995500,1676939637325,1677026037325,29404081,29442719,38639
OOKIUSDT,0.00012000,2.348,0.00517867,0.00511000,0.00523000,5649.00000000,0.00522000,1244201.00000000,0.00523000,60367.00000000,0.00511000,0.00549000,0.00497000,737102777.00000000,3817212.01169000,1676939635350,1677026035350,15279181,15297892,18712
SPELLUSDT,-0.00002000,-2.144,0.00093790,0.00093190,0.00091300,884166.00000000,0.00091300,10380.00000000,0.00091310,1377046.00000000,0.00093300,0.00097880,0.00089530,6164654100.00000000,5781844.75710300,1676939637791,1677026037791,13983070,14012553,29484
USTUSDT,0.00000000,0.000,0.00000000,0.24577900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1670821575045,1670907975045,-1,-1,0
JOEUSDT,-0.00620000,-2.050,0.29722386,0.30240000,0.29620000,111.21000000,0.29620000,2418.65000000,0.29640000,674.76000000,0.30240000,0.31880000,0.28370000,11210635.38000000,3332068.29002300,1676939636539,1677026036539,4604248,4625815,21568
ACHUSDT,-0.00777000,-16.375,0.04142327,0.04744000,0.03968000,4172.00000000,0.03966000,11120.00000000,0.03968000,13.00000000,0.04745000,0.04950000,0.03605000,2250987285.00000000,93243264.85244000,1676939638415,1677026038415,10202266,10495297,293032
IMXUSDT,-0.02500000,-2.404,1.01129993,1.04000000,1.01500000,985.77000000,1.01400000,3242.64000000,1.01500000,1112.28000000,1.04000000,1.05900000,0.95500000,12824430.98000000,12969346.19772000,1676939638462,1677026038462,14167661,14230421,62761
GLMRUSDT,-0.03470000,-6.426,0.51778370,0.54000000,0.50530000,3886.50000000,0.50470000,396.20000000,0.50530000,1023.70000000,0.54000000,0.55280000,0.48600000,16494667.00000000,8540669.70563000,1676939638859,1677026038859,21014661,21051323,36663
LOKAUSDT,-0.05120000,-7.389,0.65409935,0.69380000,0.64170000,315.80000000,0.64140000,138.80000000,0.64190000,103.80000000,0.69290000,0.70560000,0.62160000,6626979.10000000,4334702.74231000,1676939616467,1677026016467,21551876,21584623,32748
SCRTUSDT,-0.03600000,-4.206,0.83455164,0.85600000,0.82000000,26.10000000,0.82000000,40730.60000000,0.82100000,734.00000000,0.85600000,0.89900000,0.79500000,2409879.00000000,2011168.46070000,1676939637347,1677026037347,4239644,4253427,13784
API3USDT,-0.08700000,-4.538,1.85901643,1.91600000,1.83000000,30.19000000,1.83000000,735.94000000,1.83200000,1054.47000000,1.91700000,1.93300000,1.77700000,954407.41000000,1774259.05530000,1676939639269,1677026039269,9792028,9803695,11668
BTTCUSDT,-0.00000003,-3.896,0.00000075,0.00000077,0.00000074,20000000.0,0.00000073,316919870091.0,0.00000074,148144285937.0,0.00000077,0.00000078,0.00000073,4555579153948.0,3437082.74679062,1676939636353,1677026036353,5478597,5484194,5598
ACAUSDT,0.01090000,7.335,0.16105006,0.14850000,0.15950000,416.66000000,0.15950000,1505.64000000,0.15970000,1189.73000000,0.14860000,0.17400000,0.14770000,71866229.63000000,11574060.90164800,1676939635509,1677026035509,7006825,7065146,58322
ANCUSDT,-0.00285000,-8.295,0.03535195,0.03426000,0.03151000,112461.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03436000,0.04051000,0.03064000,187978684.21000000,6645413.56785710,1672023626376,1672110026376,26497259,26541789,44531
XNOUSDT,-0.01400000,-1.399,1.03096952,1.00100000,0.98700000,26.10000000,0.98500000,243.46000000,0.98700000,147.12000000,1.00100000,1.15900000,0.96600000,3433682.30000000,3540021.79247000,1676939619575,1677026019575,3635627,3659503,23877
WOOUSDT,-0.01600000,-6.277,0.24754769,0.25500000,0.23890000,3568.90000000,0.23870000,5827.90000000,0.23890000,1684.50000000,0.25490000,0.26320000,0.23100000,38282164.30000000,9476661.41000000,1676939640950,1677026040950,11891667,11951094,59428
ALPINEUSDT,-0.02860000,-0.863,3.35304475,3.31200000,3.28390000,7.50000000,3.28160000,27.83000000,3.28440000,12.00000000,3.31250000,3.52990000,3.22370000,1400453.98000000,4695784.87081000,1676939558681,1677025958681,18783207,18815264,32058
TUSDT,-0.00289000,-6.518,0.04238553,0.04433000,0.04145000,4393.80000000,0.04144000,589.50000000,0.04146000,5760.60000000,0.04434000,0.04450000,0.04069000,145775861.70000000,6178787.18899300,1676939641381,1677026041381,4916845,4939749,22905
ASTRUSDT,-0.00340000,-3.469,0.09370315,0.09790000,0.09460000,20356.30000000,0.09450000,78191.10000000,0.09470000,5263.00000000,0.09800000,0.10060000,0.08840000,118872251.90000000,11138703.96682000,1676939641368,1677026041368,9706413,9748224,41812
NBTUSDT,0.00051000,12.439,0.00442735,0.00410000,0.00461000,3360.00000000,0.00463000,6381.00000000,0.00476000,2658.00000000,0.00410000,0.00499000,0.00401000,11939894.00000000,52862.08496000,1676939552749,1677025952749,136203,138162,1960
GMTUSDT,-0.01680000,-3.674,0.44452738,0.45690000,0.44050000,497.50000000,0.44040000,1832.90000000,0.44050000,3487.60000000,0.45730000,0.46200000,0.42650000,43591499.70000000,19377615.03908000,1676939642106,1677026042106,142803195,142892295,89101
KDAUSDT,-0.07800000,-6.171,1.22093217,1.26400000,1.18600000,12.65000000,1.18500000,155.32000000,1.18600000,1085.54000000,1.26400000,1.29500000,1.16500000,5010047.53000000,6116928.22675000,1676939641380,1677026041380,8764164,8792460,28297
APEUSDT,-0.30500000,-5.191,5.71742380,5.87300000,5.57000000,154.26000000,5.57000000,348.43000000,5.57100000,322.80000000,5.87500000,5.92800000,5.44300000,3251630.22000000,18590948.00441000,1676939641120,1677026041120,88034414,88126385,91972
BSWUSDT,-0.00270000,-1.138,0.23703861,0.23750000,0.23460000,193.20000000,0.23450000,2291.80000000,0.23480000,1416.70000000,0.23730000,0.24610000,0.22590000,17334064.40000000,4108842.60938000,1676939632103,1677026032103,15651275,15669344,18070
BIFIUSDT,-5.40000000,-1.104,487.27618211,489.70000000,483.80000000,0.00900000,483.90000000,0.06200000,484.40000000,0.20500000,489.20000000,498.70000000,476.90000000,996.65400000,485645.75600000,1676939607231,1677026007231,2047362,2051293,3932
